model,temp,top_p,question_id,total_seeds,correct_count,wrong_count,accuracy,avg_len_correct,avg_len_wrong,avg_len_all
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.8,29,16,7,9,0.4375,29803.86,34916.22,32679.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,0,16,16,0,1.0,11826.38,0.0,11826.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,1,16,16,0,1.0,17032.0,0.0,17032.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,2,16,9,7,0.5625,11303.0,34381.57,21399.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,3,16,16,0,1.0,6577.56,0.0,6577.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,4,16,13,3,0.8125,13533.46,25326.0,15744.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,5,16,16,0,1.0,21907.25,0.0,21907.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,6,16,16,0,1.0,11063.31,0.0,11063.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,7,16,16,0,1.0,8670.88,0.0,8670.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,8,16,16,0,1.0,7114.88,0.0,7114.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,9,16,16,0,1.0,6955.38,0.0,6955.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,10,16,16,0,1.0,5092.88,0.0,5092.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,11,16,0,16,0.0,0.0,31281.25,31281.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,12,16,15,1,0.9375,21100.53,24831.0,21333.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,13,16,0,16,0.0,0.0,26377.56,26377.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,14,16,16,0,1.0,18419.94,0.0,18419.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,15,16,16,0,1.0,13332.25,0.0,13332.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,16,16,16,0,1.0,16741.81,0.0,16741.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,17,16,0,16,0.0,0.0,31680.5,31680.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,18,16,13,3,0.8125,16800.77,21945.0,17765.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,19,16,9,7,0.5625,23123.67,35378.0,28484.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,20,16,5,11,0.3125,31618.8,28611.18,29551.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,21,16,2,14,0.125,13422.5,34277.14,31670.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,22,16,16,0,1.0,14895.06,0.0,14895.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,23,16,16,0,1.0,6822.88,0.0,6822.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,24,16,16,0,1.0,18886.44,0.0,18886.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,25,16,16,0,1.0,7761.0,0.0,7761.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,26,16,10,6,0.625,12831.8,28866.33,18844.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,27,16,16,0,1.0,4163.88,0.0,4163.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,28,16,0,16,0.0,0.0,31694.0,31694.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.9,29,16,10,6,0.625,29175.0,34934.83,31334.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,0,16,16,0,1.0,11740.0,0.0,11740.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,1,16,16,0,1.0,17178.5,0.0,17178.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,2,16,8,8,0.5,11303.0,34208.5,22755.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,3,16,16,0,1.0,6862.5,0.0,6862.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,4,16,14,2,0.875,15868.07,25326.0,17050.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,5,16,16,0,1.0,20856.75,0.0,20856.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,6,16,16,0,1.0,11163.31,0.0,11163.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,7,16,16,0,1.0,8630.0,0.0,8630.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,8,16,16,0,1.0,7487.5,0.0,7487.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,9,16,16,0,1.0,6697.81,0.0,6697.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,10,16,16,0,1.0,4646.38,0.0,4646.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,11,16,0,16,0.0,0.0,31950.5,31950.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,12,16,12,4,0.75,20285.0,24831.0,21421.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,13,16,0,16,0.0,0.0,24293.88,24293.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,14,16,16,0,1.0,18765.94,0.0,18765.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,15,16,16,0,1.0,13126.5,0.0,13126.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,16,16,16,0,1.0,16879.0,0.0,16879.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,17,16,0,16,0.0,0.0,33840.81,33840.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,18,16,16,0,1.0,19578.12,0.0,19578.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,19,16,8,8,0.5,23293.5,36031.62,29662.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,20,16,3,13,0.1875,29712.67,29692.38,29696.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,21,16,5,11,0.3125,12827.6,30602.18,25047.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,22,16,16,0,1.0,14542.38,0.0,14542.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,23,16,16,0,1.0,6798.75,0.0,6798.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,24,16,16,0,1.0,19652.62,0.0,19652.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,25,16,16,0,1.0,8316.56,0.0,8316.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,26,16,8,8,0.5,7618.75,27379.25,17499.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,27,16,16,0,1.0,4060.44,0.0,4060.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,28,16,0,16,0.0,0.0,33721.88,33721.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,0.95,29,16,12,4,0.75,31006.25,34952.25,31992.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,0,16,16,0,1.0,11394.5,0.0,11394.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,1,16,16,0,1.0,17376.25,0.0,17376.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,2,16,4,12,0.25,11303.0,32384.42,27114.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,3,16,16,0,1.0,7587.25,0.0,7587.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,4,16,16,0,1.0,19514.0,0.0,19514.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,5,16,16,0,1.0,18270.5,0.0,18270.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,6,16,16,0,1.0,10666.19,0.0,10666.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,7,16,16,0,1.0,8466.5,0.0,8466.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,8,16,16,0,1.0,8268.25,0.0,8268.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,9,16,16,0,1.0,5689.0,0.0,5689.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,10,16,16,0,1.0,5726.56,0.0,5726.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,11,16,0,16,0.0,0.0,31718.75,31718.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,12,16,4,12,0.25,21332.0,20552.25,20747.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,13,16,0,16,0.0,0.0,27541.69,27541.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,14,16,16,0,1.0,21225.25,0.0,21225.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,15,16,16,0,1.0,11777.75,0.0,11777.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,16,16,16,0,1.0,17864.5,0.0,17864.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,17,16,0,16,0.0,0.0,32202.19,32202.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,18,16,11,5,0.6875,22223.45,32097.8,25309.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,19,16,4,12,0.25,23293.5,35993.17,32818.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,20,16,1,15,0.0625,27330.0,28163.27,28111.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,21,16,12,4,0.75,12596.25,32645.75,17608.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,22,16,16,0,1.0,13186.19,0.0,13186.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,23,16,16,0,1.0,6881.69,0.0,6881.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,24,16,16,0,1.0,23238.81,0.0,23238.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,25,16,16,0,1.0,8170.5,0.0,8170.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,26,16,14,2,0.875,9606.21,24443.0,11460.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,27,16,16,0,1.0,3521.0,0.0,3521.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,28,16,0,16,0.0,0.0,33368.19,33368.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.0,1.0,29,16,15,1,0.9375,32631.67,34731.0,32762.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,0,16,16,0,1.0,12105.81,0.0,12105.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,1,16,14,2,0.875,19186.21,19868.0,19271.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,2,16,11,5,0.6875,14064.0,25139.6,17525.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,3,16,15,1,0.9375,8867.2,20113.0,9570.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,4,16,16,0,1.0,11867.81,0.0,11867.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,5,16,16,0,1.0,22558.44,0.0,22558.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,6,16,15,1,0.9375,11935.13,34738.0,13360.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,7,16,16,0,1.0,8176.25,0.0,8176.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,8,16,16,0,1.0,8257.12,0.0,8257.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,9,16,16,0,1.0,6875.44,0.0,6875.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,10,16,16,0,1.0,5872.56,0.0,5872.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,11,16,1,15,0.0625,29778.0,31202.53,31113.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,12,16,8,8,0.5,22554.62,17939.5,20247.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,13,16,0,16,0.0,0.0,25814.5,25814.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,14,16,13,3,0.8125,22036.85,28081.33,23170.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,15,16,14,2,0.875,13980.93,12750.0,13827.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,16,16,16,0,1.0,16231.56,0.0,16231.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,17,16,0,16,0.0,0.0,32357.56,32357.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,18,16,15,1,0.9375,18787.27,28447.0,19391.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,19,16,1,15,0.0625,25926.0,32891.13,32455.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,20,16,14,2,0.875,19104.0,21430.5,19394.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,21,16,4,12,0.25,16110.5,25504.83,23156.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,22,16,14,2,0.875,15141.14,25293.0,16410.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,23,16,16,0,1.0,5879.19,0.0,5879.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,24,16,16,0,1.0,12138.31,0.0,12138.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,25,16,16,0,1.0,6772.12,0.0,6772.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,26,16,15,1,0.9375,17075.73,12658.0,16799.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,27,16,16,0,1.0,3782.5,0.0,3782.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,28,16,0,16,0.0,0.0,32607.38,32607.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.7,29,16,11,5,0.6875,29191.64,35106.8,31040.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,0,16,16,0,1.0,13851.94,0.0,13851.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,1,16,16,0,1.0,16872.19,0.0,16872.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,2,16,15,1,0.9375,13892.8,15479.0,13991.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,3,16,16,0,1.0,8859.75,0.0,8859.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,4,16,16,0,1.0,11723.25,0.0,11723.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,5,16,14,2,0.875,20936.43,34385.0,22617.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,6,16,16,0,1.0,11161.12,0.0,11161.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,7,16,16,0,1.0,8046.56,0.0,8046.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,8,16,16,0,1.0,8588.81,0.0,8588.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,9,16,16,0,1.0,6193.12,0.0,6193.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,10,16,16,0,1.0,4825.0,0.0,4825.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,11,16,0,16,0.0,0.0,28045.19,28045.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,12,16,9,7,0.5625,17002.78,19781.57,18218.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,13,16,1,15,0.0625,35320.0,25444.33,26061.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,14,16,9,7,0.5625,19838.11,31030.57,24734.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,15,16,15,1,0.9375,13175.87,16553.0,13386.94
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,16,16,15,1,0.9375,18039.0,17524.0,18006.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,17,16,0,16,0.0,0.0,30722.56,30722.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,18,16,14,2,0.875,19469.93,34479.5,21346.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,19,16,1,15,0.0625,26951.0,33978.93,33539.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,20,16,16,0,1.0,18770.88,0.0,18770.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,21,16,4,12,0.25,21746.25,28176.42,26568.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,22,16,15,1,0.9375,19615.6,18637.0,19554.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,23,16,16,0,1.0,6288.12,0.0,6288.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,24,16,16,0,1.0,13308.69,0.0,13308.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,25,16,16,0,1.0,7287.31,0.0,7287.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,26,16,12,4,0.75,12213.5,21049.25,14422.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,27,16,16,0,1.0,3865.62,0.0,3865.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,28,16,0,16,0.0,0.0,33170.06,33170.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.8,29,16,9,7,0.5625,27349.33,35216.86,30791.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,0,16,16,0,1.0,13040.38,0.0,13040.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,1,16,16,0,1.0,18706.5,0.0,18706.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,2,16,13,3,0.8125,15807.62,18837.0,16375.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,3,16,15,1,0.9375,7699.47,19216.0,8419.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,4,16,16,0,1.0,11674.69,0.0,11674.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,5,16,15,1,0.9375,20929.87,34722.0,21791.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,6,16,16,0,1.0,12186.62,0.0,12186.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,7,16,16,0,1.0,8682.19,0.0,8682.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,8,16,16,0,1.0,8144.56,0.0,8144.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,9,16,16,0,1.0,5488.75,0.0,5488.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,10,16,16,0,1.0,5285.69,0.0,5285.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,11,16,2,14,0.125,25334.5,32242.71,31379.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,12,16,8,8,0.5,19830.88,19734.88,19782.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,13,16,0,16,0.0,0.0,22627.75,22627.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,14,16,14,2,0.875,19396.14,35065.5,21354.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,15,16,15,1,0.9375,13066.07,15310.0,13206.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,16,16,12,4,0.75,17100.58,21777.75,18269.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,17,16,1,15,0.0625,31427.0,33098.33,32993.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,18,16,13,3,0.8125,16201.15,26257.67,18086.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,19,16,0,16,0.0,0.0,34567.0,34567.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,20,16,15,1,0.9375,20025.93,34395.0,20924.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,21,16,5,11,0.3125,20612.8,26388.73,24583.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,22,16,15,1,0.9375,16271.33,12199.0,16016.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,23,16,16,0,1.0,6481.69,0.0,6481.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,24,16,16,0,1.0,12567.75,0.0,12567.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,25,16,16,0,1.0,6935.62,0.0,6935.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,26,16,14,2,0.875,11188.43,28154.5,13309.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,27,16,16,0,1.0,3751.38,0.0,3751.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,28,16,0,16,0.0,0.0,32023.19,32023.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.9,29,16,13,3,0.8125,29150.38,34989.67,30245.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,0,16,15,1,0.9375,12834.0,17934.0,13152.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,1,16,15,1,0.9375,16813.13,21667.0,17116.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,2,16,12,4,0.75,13268.0,22358.5,15540.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,3,16,15,1,0.9375,9653.4,11725.0,9782.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,4,16,16,0,1.0,12548.56,0.0,12548.56
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,5,16,14,2,0.875,21801.71,34952.0,23445.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,6,16,16,0,1.0,13252.88,0.0,13252.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,7,16,16,0,1.0,7707.0,0.0,7707.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,8,16,16,0,1.0,8107.06,0.0,8107.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,9,16,16,0,1.0,6368.75,0.0,6368.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,10,16,16,0,1.0,4760.12,0.0,4760.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,11,16,0,16,0.0,0.0,32382.75,32382.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,12,16,6,10,0.375,21547.67,21803.4,21707.5
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,13,16,0,16,0.0,0.0,21160.06,21160.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,14,16,14,2,0.875,19551.43,31418.5,21034.81
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,15,16,14,2,0.875,10789.0,19126.0,11831.12
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,16,16,14,2,0.875,16940.29,21744.0,17540.75
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,17,16,1,15,0.0625,31302.0,30312.53,30374.38
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,18,16,12,4,0.75,18789.92,30498.25,21717.0
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,19,16,2,14,0.125,30840.5,33814.0,33442.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,20,16,16,0,1.0,19099.06,0.0,19099.06
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,21,16,5,11,0.3125,16048.2,25963.91,22865.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,22,16,15,1,0.9375,15311.8,17658.0,15458.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,23,16,16,0,1.0,6094.25,0.0,6094.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,24,16,16,0,1.0,16540.19,0.0,16540.19
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,25,16,16,0,1.0,6863.69,0.0,6863.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,26,16,15,1,0.9375,15513.8,18436.0,15696.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,27,16,16,0,1.0,4005.25,0.0,4005.25
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,28,16,0,16,0.0,0.0,34034.88,34034.88
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.2,0.95,29,16,14,2,0.875,30559.79,34789.0,31088.44
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.4,0.7,0,16,15,1,0.9375,11426.13,14357.0,11609.31
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.4,0.7,1,16,15,1,0.9375,16780.13,24196.0,17243.62
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.4,0.7,2,16,14,2,0.875,14995.14,27359.5,16540.69
deepseek-ai-DeepSeek-R1-0528-Qwen3-8B,0.4,0.7,3,16,13,3,0.8125,7778.08,18699.67,9825.88
